user_id,name,email,signup_date,city,device,is_loyal
33,Christopher Jones,wilsonerik@example.org,2022-11-23 22:45:02.880783,Düsseldorf,Android,False
34,John Griffin,josephcook@example.org,2021-05-30 04:48:04.439865,Düsseldorf,Android,False
35,Angela Hoover,grossstuart@example.net,2022-08-29 10:12:32.974121,Cologne,Android,False
36,Wendy Ramirez,pmcdaniel@example.net,2020-06-30 18:15:52.924573,Berlin,Android,True
37,Chelsea Johnson,ynixon@example.net,2020-03-08 07:45:07.647187,Cologne,Android,False
38,Francis Parker,ohall@example.net,2021-05-20 21:23:58.127507,Stuttgart,Android,False
39,Maria Arnold,mark09@example.com,2021-04-30 09:35:10.121441,Munich,Android,False
40,Danny Carr MD,mfaulkner@example.org,2021-11-26 18:00:58.281172,Berlin,iOS,False
41,Mr. Matthew Romero,millersabrina@example.com,2020-10-04 19:07:11.931396,Hamburg,Web,True
42,Scott Hughes,michaelperez@example.com,2022-09-11 13:32:33.011838,Stuttgart,Web,True
43,Stephen Phillips,daniel80@example.org,2022-08-31 04:36:17.704869,Stuttgart,iOS,False
44,Stacey Moody,marshlori@example.com,2021-07-13 23:46:05.250204,Stuttgart,Web,True
45,Madison West,normanbryan@example.com,2022-12-18 17:43:03.155665,Berlin,iOS,False
46,Robert Ramsey,mitchelljason@example.net,2021-08-25 03:32:21.227373,Hamburg,Android,False
47,Kyle Scott,ypatrick@example.com,2020-04-24 03:38:51.290894,Düsseldorf,Web,False
48,Lisa Gutierrez,cookecorey@example.org,2020-04-19 11:02:06.682240,Munich,Android,False
49,Michael Johnson,frank18@example.com,2022-12-02 15:45:24.968768,Hamburg,Web,False
50,Paul Kane,hardypreston@example.org,2023-02-02 04:23:16.600578,Stuttgart,iOS,True
51,Richard Jones,adriennejuarez@example.com,2020-06-28 16:12:10.634693,Munich,iOS,True
52,Mitchell James,kennedydana@example.org,2022-03-01 14:19:34.423613,Hamburg,iOS,False
53,Ashley Smith,kimberly86@example.org,2021-10-20 12:47:18.162861,Berlin,Web,True
54,Renee Vance,rioskyle@example.org,2022-02-22 07:59:14.206941,Munich,Android,False
55,Mr. Bobby Green,fkim@example.com,2021-11-01 03:38:20.600970,Berlin,iOS,False
56,Elizabeth Strong,smithbrian@example.com,2020-02-09 10:22:05.620132,Cologne,Web,False
57,Sharon Lowe,kristopher37@example.net,2021-11-20 07:25:48.898257,Frankfurt,Android,False
58,Christian Mann,emeyer@example.com,2021-12-10 02:02:53.352321,Munich,Web,False
59,David Brown,mjoseph@example.org,2022-01-26 07:07:03.734832,Hamburg,Android,False
60,Jasmine Hamilton,nicolenelson@example.net,2020-12-31 00:51:16.281625,Stuttgart,Android,False
61,Ricardo Lane,meyersanthony@example.net,2022-04-29 08:19:40.542194,Cologne,Web,True
62,Thomas Hughes,arobinson@example.org,2022-07-20 08:33:37.890455,Hamburg,Android,False
63,Danielle Roberts,ldavis@example.com,2023-03-13 19:47:36.882974,Frankfurt,Android,False
64,Mrs. Jessica Adams,kevinjohnson@example.com,2021-02-23 10:55:59.564263,Munich,iOS,False
65,Kaitlin Davis,mwalter@example.org,2020-11-08 09:57:32.923914,Stuttgart,Web,False
66,Tanner Whitaker,orozcocraig@example.org,2021-06-07 09:22:22.104382,Cologne,iOS,True
67,Nathan Nichols,laurastevenson@example.net,2022-03-12 06:22:04.696462,Berlin,Web,False
68,Leah Chavez,angelabass@example.com,2022-11-28 06:52:16.790392,Cologne,Web,False
69,Benjamin Eaton DDS,josefoster@example.org,2022-09-10 05:00:04.173510,Düsseldorf,Android,False
70,Maria Lynch,samantha02@example.com,2020-05-24 22:57:47.041170,Hamburg,Android,False
71,Jill Hanson,reedjackie@example.org,2021-09-17 21:34:12.409694,Hamburg,Android,False
72,James Harris,vking@example.com,2022-06-28 02:15:10.033397,Cologne,iOS,False
73,Steven Grant,shellyperez@example.net,2021-09-02 10:33:47.885786,Cologne,Android,False
74,Dr. Jordan Proctor,timothy87@example.org,2022-01-13 01:25:02.354434,Düsseldorf,iOS,True
75,Edwin Chandler,lthompson@example.com,2020-05-28 01:45:25.924609,Frankfurt,iOS,False
76,Dennis Chambers,ocoleman@example.net,2021-12-21 15:40:51.154026,Stuttgart,Android,False
77,Gary Edwards,pmurray@example.org,2021-06-09 21:35:52.763813,Berlin,Android,True
78,Laura Zimmerman,anita15@example.net,2022-11-01 09:11:55.454536,Düsseldorf,Web,False
79,Shaun Sullivan,sherry99@example.com,2022-01-24 05:54:07.806459,Munich,Android,True
80,Dylan Palmer,anthony91@example.net,2021-10-30 00:36:05.951902,Hamburg,Web,True
81,Bradley Harvey,egibson@example.org,2022-06-10 09:34:39.457961,Stuttgart,Web,True
82,Kenneth Huff,rthomas@example.org,2020-04-19 23:42:47.613642,Cologne,Web,False
83,Erica Hughes,catherine67@example.org,2022-05-21 19:46:44.603614,Berlin,iOS,False
84,Tiffany Smith,paulaproctor@example.org,2022-11-30 19:27:32.136259,Hamburg,iOS,True
85,Amanda Wright,floresbrian@example.net,2022-10-21 12:20:24.174014,Berlin,Android,False
86,James Johnson,liuthomas@example.net,2021-09-25 14:11:47.099067,Munich,iOS,False
87,Shawn Schneider,richard84@example.org,2022-12-27 13:02:12.711814,Cologne,Android,True
88,Calvin Flores,matthewharding@example.net,2021-10-26 13:25:52.629424,Munich,Web,False
89,Keith Warner,pbrock@example.org,2021-07-15 09:45:03.394418,Berlin,Web,False
90,Maria Lewis,annameyer@example.org,2022-06-26 05:11:48.692302,Stuttgart,iOS,True
91,Dawn Miranda,nathanielbishop@example.net,2020-10-17 09:46:38.875872,Hamburg,Web,False
92,Christopher Cunningham,yalvarez@example.com,2020-04-02 23:35:08.344111,Hamburg,Android,False
93,Andrew Bates,melissarobinson@example.org,2022-02-01 05:24:32.184563,Düsseldorf,Android,False
94,Michelle Martin,ebrown@example.net,2022-07-12 03:11:35.038773,Düsseldorf,Android,False
95,Karen Santiago,jessicapadilla@example.net,2021-09-21 15:46:22.488489,Hamburg,iOS,True
96,Laura Williams,vsanchez@example.org,2021-09-03 11:55:23.209903,Stuttgart,Web,True
97,Ronald Curry,tayloramanda@example.org,2021-09-15 00:18:06.114374,Düsseldorf,iOS,False
98,Deanna Morris,fnewton@example.org,2020-01-29 01:30:29.366060,Frankfurt,Android,False
99,Courtney Cervantes,joconnell@example.org,2020-12-10 23:46:43.601490,Frankfurt,Android,False
100,Jane Williams,jamie45@example.org,2022-11-10 09:19:42.151517,Munich,Android,True
101,Leslie White,lgriffin@example.org,2020-04-13 03:07:06.804727,Cologne,iOS,False
102,Bryan Snyder,john24@example.com,2022-12-11 08:11:50.146789,Frankfurt,iOS,True
103,Ann King,combsjacqueline@example.org,2022-02-19 06:49:24.484170,Düsseldorf,Web,False
104,Roger Campbell MD,qkim@example.org,2020-11-28 07:52:50.551990,Munich,iOS,True
105,Andrew Murphy,qstone@example.net,2020-07-16 22:15:48.478575,Düsseldorf,iOS,True
106,Alicia Martin,elester@example.com,2022-12-27 13:18:47.280316,Düsseldorf,Web,False
107,Shane Dunn,taraanthony@example.com,2021-08-10 11:24:02.841184,Stuttgart,Android,False
108,Debra Farley,williskevin@example.com,2022-02-22 13:52:11.309726,Berlin,iOS,False
109,Stacy Parks,hollandruth@example.org,2021-04-01 08:17:54.902016,Berlin,Web,False
110,Jeffrey Love,jeffrey23@example.net,2022-08-16 22:56:09.580711,Hamburg,Web,False
111,William Jones,barbararitter@example.net,2021-03-16 16:14:33.027161,Düsseldorf,Web,True
112,Donald Hunter,robertcook@example.org,2022-04-21 07:11:00.010979,Düsseldorf,Web,False
113,Kelsey Mcgee,sandra24@example.net,2022-01-26 09:22:42.175462,Düsseldorf,iOS,False
114,Margaret Campbell,ericclark@example.net,2021-11-20 02:45:55.926189,Düsseldorf,Android,False
115,Justin Sanders,christine27@example.com,2022-09-16 13:44:19.775743,Hamburg,iOS,False
116,Martin Goodman,heather07@example.org,2021-08-06 04:26:21.355156,Düsseldorf,iOS,False
117,Richard Smith,joseph48@example.net,2021-12-12 00:39:57.370220,Berlin,Web,True
118,Alexander Greene,brandi73@example.org,2020-11-17 16:05:25.617611,Munich,iOS,True
119,Sean Gardner,lhale@example.com,2023-05-16 20:44:48.435829,Düsseldorf,iOS,True
120,Joanne Russo DDS,charlescastaneda@example.net,2021-10-04 20:58:57.352367,Cologne,iOS,True
121,Barbara Dixon,rebeccagreen@example.org,2023-05-22 00:55:22.527318,Hamburg,iOS,False
122,Amy Gomez,melindareed@example.com,2021-10-11 16:30:26.705531,Munich,iOS,True
123,Nicole Glover,vanessa99@example.net,2023-01-16 13:42:37.642802,Stuttgart,Android,False
124,Ricky Fischer,blake24@example.org,2022-08-30 11:49:55.951718,Cologne,Android,False
125,Larry Cordova,melissa95@example.net,2021-03-25 07:00:54.572821,Munich,Android,True
126,Matthew Smith,jessicabrown@example.net,2022-09-12 02:41:14.781471,Hamburg,Web,False
127,Virginia Jacobs,fwatts@example.com,2021-01-11 00:31:53.163997,Stuttgart,Web,False
128,James Phillips,maddoxsarah@example.org,2020-10-23 07:14:13.601059,Munich,Web,True
129,Matthew Gomez,christy90@example.net,2022-05-12 21:44:25.460226,Hamburg,Android,True
130,Kevin Willis,rojasgabriel@example.org,2020-09-28 04:07:12.282850,Cologne,Android,True
131,Beth Johnson,phelpsjordan@example.net,2021-08-02 05:20:11.604728,Cologne,Android,True
132,Timothy Bauer,ghunter@example.org,2021-06-06 06:41:22.221703,Stuttgart,iOS,False
133,Erica Herrera,omarshall@example.org,2021-12-04 03:27:38.924595,Frankfurt,Web,False
134,Janet Lee,carlasanders@example.com,2022-03-11 15:59:41.821761,Stuttgart,iOS,False
135,Alexis Dorsey,banksmichelle@example.com,2021-05-20 05:32:23.996625,Düsseldorf,Android,False
136,Jacqueline Richard,laura23@example.com,2020-08-09 06:13:51.738384,Hamburg,Android,True
137,Richard Wagner,barnescheryl@example.com,2021-11-18 19:33:19.392957,Frankfurt,iOS,False
138,Jennifer Williams,zthornton@example.com,2022-10-14 13:49:37.313051,Hamburg,Web,False
139,Dwayne Brown,rachelsantos@example.com,2022-03-24 16:08:43.848969,Stuttgart,iOS,False
140,Carolyn Savage,sjones@example.com,2021-06-13 05:29:10.776927,Stuttgart,iOS,True
141,Christopher Richards,martindavid@example.net,2023-05-26 08:26:25.514013,Stuttgart,Android,False
142,Sherri Pineda,ddougherty@example.org,2020-05-28 03:35:38.323357,Berlin,Android,False
143,Ashley Flores,alexaholt@example.net,2023-05-04 09:38:25.242847,Hamburg,iOS,True
144,Lisa Aguilar,ngray@example.com,2021-10-18 17:35:34.816416,Berlin,Android,False
145,Caleb Simon,fergusonronald@example.com,2020-08-09 20:31:50.791133,Cologne,iOS,False
146,Anna Moses,drodriguez@example.net,2021-09-10 22:25:04.728636,Hamburg,Web,False
147,Timothy Gibbs,john02@example.net,2022-07-01 00:29:17.578091,Stuttgart,Web,False
148,Jason Wilson,oliverjames@example.org,2022-12-23 10:53:03.302150,Munich,Web,True
149,Jonathan Young,ellen81@example.net,2022-07-02 16:54:11.755327,Cologne,iOS,False
150,Audrey Keller,vdavis@example.com,2022-04-20 22:46:52.328152,Frankfurt,Web,False
151,Randall Williams,jrogers@example.com,2021-04-23 22:43:42.576001,Hamburg,Web,True
152,Alexandria Smith,robertsangela@example.com,2021-11-04 00:49:48.171216,Düsseldorf,Android,True
153,Cynthia Fischer,meltonamy@example.net,2022-12-11 22:57:56.977207,Munich,Android,False
154,Gregory Rangel,castroisabella@example.org,2022-08-16 14:04:57.756752,Munich,iOS,False
155,Dan Forbes,michael38@example.net,2023-01-26 11:32:26.796211,Hamburg,Android,False
156,Charles Lane,james56@example.net,2021-02-07 00:43:34.179291,Hamburg,Android,True
157,George Diaz,christophersmith@example.net,2023-04-03 01:37:35.317272,Munich,iOS,False
158,Robert Ford,petersonlisa@example.org,2020-10-16 02:10:58.089500,Frankfurt,Web,True
159,Regina Gordon,gjohnson@example.com,2022-06-08 07:12:11.390809,Stuttgart,Web,False
160,Allen Castaneda,rbennett@example.com,2020-08-06 17:03:21.727952,Munich,Android,False
161,Destiny Wright,adamwilson@example.com,2021-03-26 16:51:11.168948,Hamburg,iOS,False
162,Andrea Gilbert,qbates@example.net,2021-01-15 10:32:24.334249,Cologne,iOS,True
163,Julian Fuller,simmonsmary@example.com,2021-09-18 05:26:57.743307,Düsseldorf,iOS,False
164,Chelsea Mcclure,rosevincent@example.com,2020-06-19 18:19:09.664276,Stuttgart,Web,False
165,Margaret Sparks,vasquezmary@example.org,2021-01-09 07:52:29.711421,Cologne,Android,False
166,Brooke Smith,eddiejohnston@example.com,2022-01-23 05:51:11.519050,Düsseldorf,Web,True
167,Amy Dunn,davidellis@example.org,2020-01-24 02:49:46.035361,Frankfurt,iOS,False
168,Joseph Norton,christopher69@example.net,2022-04-18 19:44:36.809768,Hamburg,Android,False
169,Paul Harris,fernandeznicole@example.com,2023-05-06 05:14:21.883269,Cologne,iOS,True
170,Alexander Charles,jholland@example.net,2021-11-05 02:04:10.024821,Düsseldorf,Android,False
171,Michele Silva,fnorton@example.org,2022-07-24 03:26:09.732574,Munich,Android,False
172,Raymond Parker,ubradley@example.net,2021-02-05 05:21:37.412015,Cologne,iOS,False
173,Brittany Black,juliebrowning@example.org,2022-09-10 19:26:43.822299,Stuttgart,iOS,True
174,Matthew Hall,ggallagher@example.net,2021-10-21 03:59:16.624080,Stuttgart,iOS,True
175,Scott Olson,cjohnson@example.org,2022-12-31 16:52:14.102201,Hamburg,iOS,False
176,Jeremy Lambert,roy64@example.net,2021-04-12 09:33:26.811459,Stuttgart,Web,False
177,Brian Warren,lawrence38@example.net,2023-05-09 10:20:22.871707,Düsseldorf,Android,True
178,Melanie Smith,alvaradomadison@example.com,2020-12-05 16:01:52.468411,Cologne,Android,True
179,Danny Olsen,paultownsend@example.com,2020-10-14 05:17:34.604665,Frankfurt,Web,False
180,Gregory Shepard,daviskathryn@example.org,2020-11-13 18:34:25.827213,Cologne,Android,True
181,Chad Lopez,jeffrey39@example.net,2022-02-08 11:59:25.098347,Frankfurt,iOS,True
182,Christopher Gilbert,panderson@example.org,2020-12-01 07:19:56.217865,Cologne,iOS,False
183,Susan Walker,ejensen@example.net,2022-06-18 00:48:21.673830,Frankfurt,iOS,False
184,Jennifer Kennedy,sandersjeremy@example.net,2022-04-28 09:45:51.940884,Frankfurt,iOS,False
185,Lisa Lopez,jonathanyoung@example.com,2022-03-16 10:12:58.202196,Berlin,iOS,True
186,Theresa Lewis,zacharybailey@example.org,2023-01-26 09:42:05.859230,Munich,iOS,False
187,Amanda Ford,edavis@example.com,2020-06-07 13:51:52.683535,Berlin,Web,True
188,Jacob Anderson,alexander03@example.com,2020-04-16 07:16:13.087001,Cologne,Android,False
189,Brooke Jacobs,marnold@example.com,2021-08-05 20:24:03.846564,Munich,Android,False
190,David Herrera,hadams@example.net,2021-11-16 22:31:24.943907,Berlin,iOS,True
191,Andrea Pace,misty29@example.org,2020-02-24 02:32:45.339486,Berlin,iOS,False
192,Patrick Clark,ivasquez@example.net,2023-04-28 08:14:29.468578,Frankfurt,iOS,False
193,Deanna Harper,lawsonshane@example.com,2023-01-04 10:49:53.144047,Düsseldorf,Android,True
194,Thomas Armstrong,emcdaniel@example.net,2022-01-08 17:49:45.792692,Frankfurt,Web,True
195,Edward Johnson,bridget31@example.net,2021-08-10 03:26:38.169963,Berlin,Android,False
196,Lisa Swanson,cmills@example.net,2020-09-01 02:45:57.326836,Hamburg,Android,False
197,Marie Lee,crystal43@example.com,2021-11-25 11:23:52.480222,Berlin,iOS,False
198,Amanda Williams,cohenjason@example.org,2022-09-29 15:45:19.905208,Berlin,Web,False
199,Michelle Powell,lindsay91@example.com,2022-05-19 18:37:57.046268,Stuttgart,iOS,False
200,Heather Castillo,austinparks@example.org,2023-01-10 13:24:59.638784,Düsseldorf,Web,False
201,Eric Cain,jonathan09@example.com,2020-09-16 21:09:03.761459,Cologne,iOS,False
202,Larry Morris,zcampos@example.org,2022-02-28 14:26:30.663852,Munich,iOS,True
203,Nathan Reyes,kim95@example.net,2023-03-16 11:49:08.705878,Cologne,Web,True
204,Emily White,ybuchanan@example.org,2020-02-07 23:16:44.907913,Munich,Web,True
205,Sarah Oneill DVM,mendozajohn@example.net,2022-12-08 09:08:17.879155,Cologne,iOS,False
206,Mason Oconnell,thomasryan@example.org,2020-05-29 11:36:17.217825,Hamburg,Web,False
207,Terry Sloan,farleysara@example.net,2020-05-19 16:42:11.246140,Frankfurt,Web,False
208,Keith Hoffman,teresalewis@example.org,2020-01-11 08:40:18.359763,Berlin,iOS,False
209,Spencer Wong,bwright@example.com,2020-11-24 07:14:27.273958,Berlin,Web,False
210,Anthony Turner,hking@example.org,2020-02-07 08:43:05.104872,Cologne,Web,True
211,Michele Henson,daniel10@example.org,2021-03-12 04:49:36.743859,Hamburg,iOS,False
212,David Austin,hancocknancy@example.org,2022-05-14 03:27:26.215401,Cologne,Web,False
213,Albert Willis,riddlejenny@example.com,2020-11-23 10:43:35.313177,Stuttgart,Android,False
214,Julie Jones,jeffrey13@example.org,2021-05-16 17:40:28.670345,Berlin,Web,False
215,Sandra Lewis,joegray@example.com,2022-10-05 20:52:27.448164,Berlin,Android,False
216,Amy Sullivan,torrescathy@example.org,2022-10-07 15:16:02.428860,Hamburg,iOS,False
217,Ashley Russell,jefferymiller@example.com,2022-06-21 19:18:20.512752,Munich,iOS,False
218,Michelle Brown,iosborne@example.com,2020-03-23 17:04:56.272338,Cologne,iOS,False
219,Dana Bowers,cody72@example.net,2022-03-25 23:29:01.875336,Munich,Web,False
220,Clinton Miller,jasminearmstrong@example.org,2022-09-22 02:47:06.879959,Stuttgart,Android,False
221,Robin Doyle,david82@example.com,2020-07-24 05:02:56.707484,Stuttgart,Android,False
222,Matthew Bowers,dthomas@example.org,2022-12-23 05:07:43.447631,Cologne,iOS,False
223,Kim Walker,jefferygrimes@example.com,2022-12-20 04:42:47.042754,Berlin,Web,False
224,Roy Esparza,sherry32@example.com,2021-09-13 14:09:09.683124,Berlin,Android,True
225,Robert Baker,nguyenjohn@example.net,2022-01-29 20:10:22.964362,Frankfurt,Web,True
226,Robert Washington,tamara59@example.com,2022-04-05 09:16:18.160617,Frankfurt,iOS,False
227,Curtis Smith,weaverbrittany@example.net,2021-11-16 01:05:21.743907,Hamburg,Web,False
228,Margaret Hendricks,craig25@example.org,2021-01-08 06:46:53.390367,Düsseldorf,Web,True
229,Luis Macias,uwheeler@example.org,2022-02-21 14:08:41.524916,Berlin,Web,False
230,Sara Kirk,lopezjames@example.org,2022-12-22 09:53:21.429593,Hamburg,Android,False
231,Ashley Floyd,paulprice@example.net,2022-08-18 08:47:43.957463,Düsseldorf,iOS,False
232,Patrick Campbell,mmiller@example.com,2021-09-27 02:45:21.594496,Cologne,Android,False
233,Christopher Owens,bryandebbie@example.net,2023-02-12 00:26:21.420758,Cologne,iOS,True
234,Joseph Bass,jose17@example.com,2021-08-08 21:23:17.480670,Hamburg,Web,False
235,Bradley Conway,uchen@example.com,2021-04-21 20:09:07.411441,Cologne,iOS,False
236,Christopher Cole,john26@example.org,2020-06-15 13:32:17.206177,Berlin,Android,False
237,Samantha Nguyen,williamsstephanie@example.com,2020-05-16 17:41:28.900820,Hamburg,Web,True
238,Patrick Roberts,michael81@example.com,2021-02-05 12:12:40.612937,Cologne,iOS,False
239,Michael Parker,ycarroll@example.com,2020-04-05 10:17:00.158328,Berlin,Web,True
240,Andrea Adams,fowlerthomas@example.org,2021-04-06 13:52:22.638693,Düsseldorf,Android,False
241,Angela Montoya,jenniferwhite@example.net,2022-10-20 13:50:08.337379,Berlin,Web,False
242,Susan Lowe,brownstephanie@example.com,2022-07-05 21:07:45.506030,Frankfurt,Web,True
243,Eric Williams,stacydorsey@example.com,2021-04-22 07:26:10.208027,Stuttgart,Android,False
244,Tommy Vega,qprice@example.net,2021-06-02 11:59:09.808426,Frankfurt,Android,False
245,Melissa Brooks,knielsen@example.com,2021-10-12 01:23:59.518988,Munich,Android,False
246,Erik Clark,kendravargas@example.org,2020-10-20 16:04:53.570008,Stuttgart,Android,True
247,Matthew Stewart,catherine68@example.com,2022-08-16 14:06:27.847720,Stuttgart,Android,True
248,Michael Brennan,bentonmonica@example.org,2020-04-27 11:08:29.814653,Stuttgart,Android,False
249,Sarah Mcknight,casey45@example.com,2020-05-15 13:50:27.199447,Düsseldorf,Android,False
250,Sue Keith,justin95@example.org,2021-12-01 17:46:50.810673,Stuttgart,Android,False
251,Philip Mejia,courtney29@example.net,2021-07-14 20:11:36.311896,Frankfurt,Android,False
252,Clinton Chandler,lopezpamela@example.org,2020-02-02 07:42:01.101900,Cologne,Android,True
253,Lisa Edwards,autumnbaker@example.net,2022-07-21 00:41:33.131289,Munich,Web,False
254,Donald Baker,crystalmorrison@example.com,2022-07-12 01:28:41.691436,Munich,Android,False
255,Patricia Perez,sotozachary@example.net,2022-07-18 00:52:00.372598,Düsseldorf,iOS,False
256,Stephanie Washington,ffrancis@example.com,2022-06-03 04:01:23.150518,Stuttgart,Web,False
257,Kelly Mccoy,stephen41@example.org,2020-04-18 08:09:09.554579,Hamburg,iOS,False
258,Kelly Miller,jenniferjones@example.net,2020-03-04 16:34:25.763860,Hamburg,Web,False
259,David Smith,alexaholden@example.com,2020-05-17 16:55:09.121608,Düsseldorf,iOS,False
260,Ruben Williams,jessicaodonnell@example.net,2020-10-12 17:50:12.963397,Munich,Web,False
261,Edward Shaw,clarkdavid@example.org,2020-03-13 09:43:28.079103,Hamburg,iOS,False
262,Christina Combs,kristina56@example.com,2022-04-30 01:20:54.267049,Frankfurt,Web,True
263,Ivan Ellis,ericroberson@example.com,2020-03-05 13:42:54.376582,Cologne,Web,True
264,Lauren Smith,alvarezjeffrey@example.org,2022-05-24 01:38:10.095931,Hamburg,iOS,True
265,Andrew Andrews,lharris@example.net,2021-05-14 01:18:48.163273,Frankfurt,Web,False
266,Linda Lopez,jonathan36@example.net,2022-10-30 09:19:15.300085,Berlin,Web,False
267,Michael Mason,hannah58@example.net,2023-02-07 10:55:24.895944,Stuttgart,Web,False
268,Ashley Butler,robinsontimothy@example.net,2020-11-25 19:00:29.937803,Düsseldorf,Android,False
269,Katherine Morgan,daniel75@example.net,2021-04-20 17:18:54.410913,Düsseldorf,Web,False
270,Seth Rivera,wukaren@example.net,2022-07-05 16:56:26.723224,Stuttgart,Web,True
271,Joshua Green,heathercarr@example.com,2022-10-17 06:05:01.318741,Stuttgart,Android,False
272,Amy Greene,paynekelly@example.org,2020-06-05 15:44:15.407969,Frankfurt,Web,True
273,Molly Smith,dfranklin@example.org,2023-03-13 12:30:03.552454,Berlin,Android,False
274,Marissa Foley,wpeterson@example.org,2020-08-30 15:00:12.836835,Hamburg,Web,False
275,Gwendolyn Gaines,iramirez@example.com,2020-09-20 23:49:33.247392,Munich,iOS,False
276,Courtney Davis,ortizhannah@example.org,2022-09-23 16:33:13.385033,Munich,iOS,True
277,Priscilla Hodges,amyhouse@example.com,2023-01-09 09:09:35.465619,Cologne,Android,True
278,Ann Wolf,dennisdana@example.com,2022-12-11 10:53:50.535931,Stuttgart,Web,False
279,Matthew Allen,nolandiana@example.net,2020-09-18 02:47:11.897704,Hamburg,Web,True
280,Jeffrey Hill,anthonybrooks@example.org,2021-06-11 21:55:08.629055,Cologne,iOS,False
281,Miranda Trujillo,smithjohn@example.net,2021-01-09 06:12:45.737520,Stuttgart,Web,False
282,Jessica Howard,ray89@example.net,2022-01-26 18:40:28.487253,Stuttgart,Web,False
283,Tiffany Colon,woodsconnie@example.com,2022-02-13 14:21:43.854125,Frankfurt,iOS,False
284,Lauren Johnson,theresa99@example.org,2020-04-15 03:40:54.050144,Cologne,Web,True
285,Joseph Chen,bettyhowe@example.com,2023-05-10 21:58:04.110879,Stuttgart,iOS,True
286,Christina Miles,albert65@example.org,2021-06-29 23:05:09.829794,Berlin,Android,False
287,Savannah Lane,raymond56@example.net,2022-09-23 00:18:20.290537,Cologne,iOS,False
288,Haley Smith,kennethsummers@example.com,2022-10-26 07:05:30.957704,Hamburg,iOS,False
289,Kim Morales,hannahhamilton@example.net,2021-05-30 19:03:16.371480,Hamburg,iOS,False
290,Steven Weber,mccarthykara@example.org,2022-04-07 03:58:45.893195,Cologne,Web,False
291,Donna Harris,dcopeland@example.com,2023-04-14 01:26:14.742902,Munich,iOS,False
292,Amy Hanna,monroegeorge@example.net,2021-06-27 12:19:32.459276,Berlin,iOS,False
293,Alexis Mcbride,wrightbill@example.org,2022-03-19 20:42:41.433212,Düsseldorf,iOS,True
294,Breanna Stevens,gomezcharles@example.com,2022-12-05 22:23:30.420000,Hamburg,Web,False
